,precision,recall,accuracy
0,0.7274185707340788,0.5452212868443148,0.6618871415356151
1,0.6338998891940069,0.5643160747608187,0.6618871415356151
2,0.7054347826086956,0.582837793569311,0.6720629047178538
3,0.8074735769086325,0.5631631153563557,0.6756131420638594
4,0.8097342390361206,0.5230829702875175,0.6515502082369273
5,0.7944215667496648,0.6702187935441601,0.7491901897269783
6,0.6815638894068919,0.6748074651547366,0.6038870893105044
7,0.7595507256129017,0.6055871575036225,0.6964368347987043
8,0.7524123661600698,0.7020423698917544,0.7575196668209162
9,0.7348220869832987,0.6601024890190337,0.7288292457195743
