,precision,recall,accuracy
0,0.545759355367386,0.5062665055698116,0.6419981498612396
1,0.6006422454804947,0.5118699828678731,0.6484736355226642
2,0.5657750644274969,0.5091106769449599,0.6207215541165587
3,0.5396322665883735,0.5049642631891541,0.6274872744099954
4,0.5854012407444467,0.5095188173691929,0.6413697362332254
5,0.5949229767845519,0.5121778099426599,0.6413697362332254
6,0.5784190068221482,0.5091419149239184,0.6367422489588154
7,0.5827944330661678,0.5093202431178337,0.6210087922258214
8,0.5572287275565964,0.5067795638366542,0.6344285053216103
9,0.5509907863183138,0.5073800063935698,0.6228597871355854
